10000,3,3,387,1243334
10000,2,2,243,553654
10000,3,2,267,870834
10000,3,2,232,740741
10000,3,2,345,1152768
10000,5,3,482,870383
10000,2,1,188,433876
10000,5,7,1260,2657197
10000,4,5,672,2257726
10000,3,2,184,442100
10000,3,3,286,615863
10000,2,2,161,488621
10000,4,2,267,685390
10000,3,1,195,537960
10000,3,3,473,905150
10000,3,2,216,573223
10000,3,2,327,858674
10000,3,1,102,339391
10000,2,1,224,584365
10000,2,1,93,307246
10000,5,4,739,1675088
10000,3,4,448,1079357
10000,2,2,182,461048
10000,4,3,446,1080558
10000,3,2,334,750133
10000,3,3,215,525399
10000,1,1,134,430284
10000,5,2,360,524961
10001,4,3,722,977301
10001,4,3,750,1289413
10001,4,3,318,533465
10001,3,2,365,608356
10001,4,3,649,1105212
10001,3,2,256,475092
10001,4,3,393,702128
10001,3,2,213,315719
10001,3,3,382,674413
10001,3,2,258,140771
10001,3,2,327,548263
10001,3,1,168,332845
10001,3,2,198,425326
10001,3,2,255,798708
10001,4,2,335,480134
10001,4,3,442,586998
10001,4,3,390,622017
10001,3,2,363,398191
10001,4,2,373,639449
10001,3,3,462,755932
10001,2,1,142,380786
10001,3,2,279,618262
10001,5,3,556,1153981
10001,3,2,306,438514
10001,3,3,269,511960
10001,3,2,243,578226
10001,3,2,254,491099
10001,2,1,234,716853
10001,3,2,222,460617
10001,4,3,583,867772
10001,2,2,148,273978
10001,3,2,229,346176
10001,4,2,369,673361
10001,3,3,272,455728
10001,3,2,225,457089
10001,3,2,270,503005
10001,3,3,350,515843
10001,3,2,272,501882
10001,3,2,322,447602
10001,3,3,340,558087
10001,3,2,331,658340
10001,4,2,555,908981
10001,2,1,189,360886
10001,5,3,512,900381
10001,3,2,235,458179
10001,3,2,234,562300
10001,3,2,255,592793
10001,3,2,246,530219
10001,4,2,377,672559
10001,3,2,331,452919
10001,3,2,289,655094
10001,3,2,290,322467
10001,3,3,211,523836
10001,3,2,209,405548
10001,4,2,279,515781
10001,5,6,681,1207300
10001,2,2,210,209946
10001,3,2,213,224733
10001,4,3,505,769651
10001,3,2,380,598030
10001,3,2,373,717517
10001,3,2,218,463181
10001,3,3,425,1039982
10001,3,2,252,546472
10001,5,3,583,885812
10001,3,3,191,405113
10001,4,2,281,617211
10001,4,2,376,713752
10001,4,2,437,828533
10001,4,3,457,924503
10001,4,2,471,941407
10001,3,2,237,474745
10001,4,3,452,915179
10001,3,3,475,844516
10001,4,2,389,649076
10001,3,2,248,437041
10001,3,2,314,597971
10001,3,2,338,352518
10001,3,2,187,350059
10001,3,2,471,1298010
10001,3,2,285,543357
10001,3,2,173,291296
10001,3,3,476,799320
10001,2,1,108,248661
10001,2,2,332,474721
10002,4,4,338,830693
10002,4,3,544,1548183
10002,4,3,912,2302575
10002,3,3,175,515248
10002,3,3,363,1304722
10002,3,3,371,1312571
10002,3,3,385,1833854
10002,2,2,347,1659357
10002,3,2,210,716724
10002,4,2,459,998374
10002,0,1,157,514939
10002,3,3,179,599940
10002,3,2,163,548965
10003,3,1,278,234342
10003,4,2,380,438222
10003,3,2,257,364507
10003,3,2,341,652753
10003,3,2,157,268017
10003,3,2,337,543030
10003,3,2,283,589065
10003,2,1,163,171740
10003,3,2,168,282238
10003,3,1,255,304782
10003,4,3,387,462477
10003,4,2,194,331582
10003,3,2,246,313277
10003,3,2,410,466478
10003,3,3,338,530991
10003,3,2,314,411159
10003,3,2,189,267051
10003,2,2,165,201420
10003,4,3,329,482451
10003,4,2,178,353241
10003,3,3,554,1127928
10003,4,3,620,641254
10003,4,2,400,732015
10003,3,3,352,585852
10003,3,3,186,245303
10003,2,2,198,313587
10003,3,2,159,318863
10003,3,4,370,784839
10003,3,3,325,412625
10003,3,2,266,408356
10003,4,3,443,621558
10003,3,2,215,267193
10003,3,2,244,302846
10003,1,1,162,205872
10003,4,2,283,447571
10003,3,2,413,595277
10003,4,2,227,523830
10003,3,2,164,224823
10003,2,1,212,489578
10003,3,1,199,237996
10003,3,2,286,486346
10003,5,2,147,196902
10003,3,2,297,366476
10003,3,3,248,349106
10003,4,3,302,335901
10003,3,2,217,280089
10003,3,3,324,385433
10003,2,1,132,207445
10003,4,3,492,670787
10003,3,2,404,744356
10003,3,3,369,534177
10003,2,2,300,55501
10003,4,3,319,425762
10003,4,2,445,717097
10003,3,2,171,231154
10003,3,2,330,609347
10003,3,2,224,427067
10003,3,3,282,539188
10003,4,3,310,457291
10003,2,2,252,344458
10003,5,4,441,569445
10003,2,2,268,189578
10003,3,3,472,998971
10003,3,2,311,634800
10003,3,2,178,243888
10003,3,1,139,167168
10003,5,3,441,490115
10003,4,3,418,507066
10003,3,3,200,292393
10003,1,1,131,180905
10003,3,2,202,321152
10003,3,2,139,257315
10003,2,1,185,265523
10003,3,2,230,281853
10003,4,2,364,440572
10003,3,2,227,340738
10003,3,2,302,474797
10003,4,2,228,359786
10003,4,2,346,407468
10003,4,4,559,700712
10003,2,2,196,311882
10003,2,2,224,301024
10003,3,3,366,607682
10003,3,3,658,751348
10003,3,2,175,297335
10003,3,3,274,366770
10003,3,2,253,345519
10003,3,2,287,378503
10003,3,2,295,308503
10003,2,2,259,115337
10003,3,3,539,1220522
10003,2,2,289,586316
10003,3,3,297,343829
10003,2,3,312,397868
10003,3,3,460,548609
10003,4,2,360,637113
10003,3,3,393,617246
10003,3,2,256,364875
10003,3,2,184,259707
10003,4,2,307,415302
10003,2,2,265,232293
10003,2,2,251,452794
10003,3,2,206,271679
10003,3,2,352,237024
10003,3,2,252,432211
10003,2,2,167,262835
10003,2,3,355,188896
10003,5,3,584,752073
10003,4,2,149,272104
10003,3,2,167,262746
10003,3,2,271,364675
10003,3,2,332,226465
10003,4,2,211,483570
10003,3,2,229,432016
10003,4,3,482,799771
10003,3,2,271,419505
10003,2,2,231,453916
10003,4,2,234,281037
10003,3,2,252,602463
10003,2,2,156,117051
10003,4,2,255,372628
10003,3,2,366,568603
10003,3,2,360,541318
10003,3,1,228,347408
10003,4,2,254,346040
10003,4,3,340,528297
10003,3,2,322,351287
10003,4,3,310,367513
10003,3,2,335,526564
10003,5,3,1519,583778
10003,3,2,206,249991
10003,4,3,268,353935
10003,4,2,256,277332
10003,3,2,508,925864
10003,4,3,305,474738
10003,3,2,219,191882
10003,3,2,260,413608
10003,2,1,127,212252
10003,4,3,440,580053
10003,3,2,136,180728
10003,3,3,226,287182
10003,3,3,264,316360
10003,4,3,390,312508
10003,3,2,258,370777
10003,2,3,313,467397
10003,3,3,306,361382
10003,2,2,177,163747
10003,4,4,469,409409
10003,4,2,436,675875
10003,3,3,378,555831
10003,3,2,278,352420
10003,3,2,186,296555
10003,4,2,277,421921
10003,4,3,377,651730
10003,2,2,218,267280
10003,3,3,236,386056
10003,3,3,419,501354
10003,3,3,223,283370
10003,4,3,337,438130
10003,3,2,233,335195
10003,4,3,335,542501
10003,3,2,299,476698
10003,4,3,346,449428
10003,3,3,250,245880
10003,3,2,222,296850
10003,3,2,238,339133
10003,3,3,307,417229
10003,3,2,315,576127
10003,4,3,419,403006
10003,3,3,314,449846
10003,6,3,333,527961
10003,4,3,411,535941
10003,3,2,274,412500
10003,3,2,298,584691
10003,3,2,275,482007
10003,2,2,167,640020
10003,5,3,344,397250
10003,4,3,355,658331
10003,3,2,252,358281
10003,3,2,165,190843
10003,2,1,140,248342
10003,3,2,207,279698
10003,3,2,251,364621
10003,3,2,184,414189
10003,4,2,236,216052
10003,3,3,321,404924
10003,4,3,387,447722
10003,3,2,220,332437
10003,3,2,251,310466
10003,3,2,462,959584
10003,3,2,184,380461
10003,3,2,192,252335
10003,3,3,227,260914
10003,3,2,138,145852
10003,3,2,181,249222
10003,3,2,191,291707
10003,3,2,291,310257
10003,4,2,200,418330
10003,3,3,467,655737
10003,3,2,207,231509
10003,3,2,239,345323
10003,3,2,260,390213
10003,3,2,190,216500
10003,3,2,286,548046
10003,3,2,243,319940
10003,2,1,130,185207
10003,4,3,465,564876
10003,3,2,228,302175
10003,4,2,324,504476
10003,3,2,216,216986
10003,3,2,393,366025
10003,3,3,357,439875
10003,3,2,172,295093
10003,3,2,154,171380
10003,5,4,329,440097
10003,3,2,401,553064
10003,4,3,455,534035
10003,4,3,422,481856
10003,3,2,164,229619
10003,3,2,216,270844
10003,3,2,325,524910
10003,3,2,288,378835
